,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,OBJECTID
25,01248005,45051,2935248129,314476303,Horry County,South Carolina,51570,1176,35946.0,2299.0,53901,3002,54133,2338,48339,2421,32044,2950,49597.0,11142.0,53244.0,16673.0,,,39441.0,7699.0,38393.0,26908.0,55019,1472,42787.0,5929.0,136219,1772,13251,784,122968,1890,9.7,0.561460248525031,4321029783.36914,347985.638087493,2342.0
26,01248006,45053,1696857613,120228675,Jasper County,South Carolina,45924,3602,45476.0,30073.0,42239,7936,49198,10813,45368,10562,32931,5608,,,,,,,,,82744.0,38918.0,66504,5523,41360.0,21643.0,10724,367,749,215,9975,386,7.0,1.99054984663653,2446327938.88281,360343.332533099,2343.0
27,01248007,45055,1881916535,35348695,Kershaw County,South Carolina,53980,1870,38750.0,16208.0,56807,4789,60074,5150,43294,5554,39611,6384,41477.0,13189.0,,,,,,,53966.0,7013.0,60413,4155,28864.0,26474.0,25293,449,1820,320,23473,523,7.2,1.25870722739769,2818957873.35156,309433.003874646,2344.0
28,01248008,45057,1422080346,15487881,Lancaster County,South Carolina,65421,3623,25840.0,6675.0,78858,7043,77513,5117,47957,5073,40543,8973,,,138125.0,75964.0,,,127962.0,115072.0,100771.0,51982.0,70098,3417,101387.0,23137.0,35228,565,2552,501,32676,653,7.2,1.41741025490948,2131218666.46094,313632.380515351,2345.0
29,01248009,45059,1846324508,26063893,Laurens County,South Carolina,44374,1915,30474.0,10010.0,50879,5874,49159,5003,37437,2906,35150,4427,52125.0,20898.0,,,,,52566.0,21875.0,55500.0,24726.0,47721,2070,33512.0,16945.0,25555,555,2226,368,23329,653,8.7,1.42755124090547,2762419417.23438,275626.714162511,2346.0
30,01245652,45061,1062372306,2715077,Lee County,South Carolina,32851,3881,,,38906,10901,40614,10367,25752,4047,25815,3414,,,,,,,,,,,47153,4028,33104.0,28684.0,6455,227,508,128,5947,217,7.9,1.96355093877519,1559535953.72266,222334.618851552,2347.0
31,01244251,45063,1810397035,151833121,Lexington County,South Carolina,62740,1312,28770.0,3853.0,65805,3265,75234,2168,48901,1183,45354,3821,66635.0,22091.0,80885.0,13093.0,,,36973.0,3044.0,49952.0,14331.0,67424,1724,42050.0,5064.0,115220,748,10930,745,104290,965,9.5,0.643649711949341,2855706128.40234,286119.819115822,2348.0
32,01248012,45065,929457509,89976619,McCormick County,South Carolina,47402,7154,,,37601,17341,55326,6979,49810,6734,36429,6142,,,,,,,,,,,57072,3832,,,3984,203,132,61,3852,214,3.3,1.52178877078977,1483521557.91406,250906.909547677,2349.0
33,01248010,45067,1267466476,12418901,Marion County,South Carolina,30791,3822,8432.0,8428.0,36031,4095,31545,8715,25299,4306,26359,2343,,,41875.0,6943.0,,,,,,,41964,5339,23857.0,10807.0,11282,449,695,226,10587,462,6.2,1.98813175241014,1870408271.77734,331787.962957543,2350.0
34,01248011,45069,1242867261,14489019,Marlboro County,South Carolina,31528,3889,24250.0,19017.0,37304,3787,37087,8649,21845,3570,28232,5601,20694.0,5165.0,,,,,,,25446.0,5419.0,37205,4977,10300.0,2986.0,9384,438,614,172,8770,471,6.5,1.80728533545589,1860284318.68359,235564.940927773,2351.0
35,01248013,45071,1632452022,44011454,Newberry County,South Carolina,46038,2700,35436.0,8977.0,45800,6067,58560,9867,37907,4678,30828,3813,,,,,,,38393.0,27046.0,45873.0,12407.0,52269,5143,46115.0,9449.0,14976,418,1137,263,13839,478,7.6,1.74331129622851,2462051588.05859,270159.390933444,2352.0
36,01244832,45073,1622773470,121745539,Oconee County,South Carolina,49691,2068,25446.0,11114.0,50766,10030,55920,5785,46049,3643,30577,7398,20825.0,1603.0,,,,,41216.0,3753.0,19135.0,16668.0,52392,3349,40179.0,18783.0,32440,604,3133,382,29307,678,9.7,1.16374795495671,2590425903.73047,327637.742191806,2353.0
37,01248014,45075,2865498667,55708305,Orangeburg County,South Carolina,36802,2453,22438.0,13444.0,36446,3719,44853,5301,28809,3280,30940,2349,41750.0,17634.0,74087.0,73127.0,,,,,40900.0,27161.0,47767,4200,30631.0,13745.0,33629,669,2674,462,30955,792,8.0,1.36467717877213,4206198252.68164,446886.723294357,2354.0
38,01248015,45077,1287069061,40951482,Pickens County,South Carolina,51032,1710,18017.0,6293.0,59768,4895,68636,3492,39497,1526,34356,3740,60707.0,41451.0,35979.0,5658.0,,,76641.0,45591.0,51205.0,2509.0,52570,2402,53616.0,12612.0,48522,755,4008,511,44514,944,8.3,1.04525811201204,1978323489.70313,290247.423882873,2355.0
39,01249299,45079,1961343401,38007451,Richland County,South Carolina,54441,1536,24796.0,3758.0,55577,2936,70768,3483,44810,3186,44584,2783,,,52396.0,17410.0,81447.0,70878.0,31537.0,8943.0,39929.0,6382.0,71497,2774,43983.0,3437.0,155478,1288,15084,1066,140394,1401,9.7,0.680900714344411,2917846129.73828,371553.087383148,2356.0
40,01248016,45081,1172525912,23102511,Saluda County,South Carolina,43410,3187,37543.0,26645.0,43245,4024,49958,9423,41295,2426,30868,6664,,,,,,,32174.0,28407.0,35801.0,7426.0,57890,5392,35882.0,1460.0,7360,239,794,216,6566,284,10.8,2.91379925136094,1744247797.06641,193218.450169524,2357.0
41,01248592,45083,2093676309,29525370,Spartanburg County,South Carolina,53757,1267,37367.0,6523.0,58479,2903,64221,2505,39386,1843,36605,1419,39508.0,5632.0,64019.0,3250.0,,,46736.0,14090.0,53509.0,15806.0,60403,1801,48057.0,7403.0,118788,1117,9906,758,108882,1196,8.3,0.633275050606817,3166232887.42969,259442.496168608,2358.0
42,01244717,45085,1722544862,44046815,Sumter County,South Carolina,46570,2505,35424.0,5711.0,52725,4354,52882,3908,35756,4516,33590,3577,,,69821.0,45903.0,,,41036.0,35753.0,41357.0,18102.0,59520,3294,44020.0,9112.0,41704,644,3032,465,38672,769,7.3,1.10933440536927,2571811410.35547,342255.610953213,2359.0
43,01248017,45087,1330180037,4792745,Union County,South Carolina,41117,2718,31032.0,6131.0,46328,7997,45243,5742,35699,5754,31114,2240,,,,,,,,,51833.0,13561.0,45208,4222,,,11707,301,768,179,10939,341,6.6,1.51966799875308,1979251441.78516,225880.932121619,2360.0
44,01248018,45089,2419477521,7461492,Williamsburg County,South Carolina,35681,3856,,,40417,12009,44516,7503,26769,2354,27882,2114,,,,,,,43309.0,7787.0,,,46320,5631,43015.0,12175.0,12705,380,564,168,12141,377,4.4,1.31563121142064,3509034577.1543,301516.033987075,2361.0
45,01248019,45091,1763868718,39013276,York County,South Carolina,68555,2412,34340.0,5377.0,74704,3929,83030,4531,48786,1770,48515,3095,31944.0,9770.0,96518.0,13579.0,48594.0,8885.0,53704.0,11764.0,66196.0,32312.0,76740,3021,55328.0,9743.0,103582,674,9743,892,93839,1052,9.4,0.858975737613973,2691394857.26172,249592.579143566,2362.0
0,01266983,46003,1834902863,11201379,Aurora County,South Dakota,65132,5781,,,77443,11464,75536,10936,39063,8511,,,,,,,,,81429.0,33845.0,,,66316.0,6391.0,70417.0,44808.0,1124,114,312,62,812,95,27.8,4.74346084046145,3535248290.30078,242465.412979891,2363.0
1,01266986,46005,3260011987,15834230,Beadle County,South Dakota,53461,3114,28655.0,9080.0,66762,8468,61737,7296,35397,6200,,,2499.0,,43750.0,18996.0,,,55625.0,29459.0,34257.0,28278.0,55903.0,3495.0,48938.0,21897.0,7684,191,1191,169,6493,231,15.5,2.16536723866778,6421494206.99219,325866.448575538,2364.0
2,01265812,46007,3068208306,15044356,Bennett County,South Dakota,41887,3686,2499.0,,42074,9888,49185,17814,30588,5354,,,31250.0,11990.0,36563.0,2046.0,,,,,,,51020.0,9168.0,40945.0,6404.0,1036,89,176,56,860,87,17.0,5.20465875046463,5803796271.45703,315847.41622374,2365.0
3,01266997,46009,1459586268,46799495,Bon Homme County,South Dakota,50195,5449,29559.0,16946.0,59196,3434,68500,9561,30823,4455,,,,,,,,,,,,,50151.0,5596.0,153281.0,113356.0,2556,126,582,83,1974,133,22.8,3.04709439333381,2816627799.58984,261031.402432921,2366.0
4,01265779,46011,2051833299,32942236,Brookings County,South Dakota,57471,4317,36265.0,9104.0,67426,8931,73333,9383,52208,10133,46419.0,9606.0,,,,,,,46382.0,887.0,36164.0,1237.0,59144.0,4287.0,45811.0,14220.0,13364,314,1882,276,11482,382,14.1,2.03857125129045,4080468780.95313,258825.274627052,2367.0
5,01265785,46013,4436728205,46414569,Brown County,South Dakota,61816,4034,36402.0,5513.0,72167,5762,74667,6351,48750,4139,,,37297.0,13892.0,,,,,,,64018.0,20577.0,63695.0,4474.0,43704.0,33017.0,16245,361,2427,306,13818,443,14.9,1.85416776992034,9153797658.86328,387026.567461181,2368.0
6,01265768,46015,2116594503,75770744,Brule County,South Dakota,57181,5989,35469.0,15745.0,53125,7700,71765,13908,54135,8704,,,41607.0,12367.0,,,,,,,59545.0,56046.0,60284.0,7479.0,,,2228,141,539,107,1689,136,24.2,4.55193910346673,4198332159.23047,278786.073491295,2369.0
7,01265767,46017,1220933806,42362357,Buffalo County,South Dakota,35000,6507,,,35313,17370,24750,19671,55375,24572,,,22656.0,14330.0,,,,,,,,,46875.0,12527.0,,,540,51,54,20,486,52,10.0,3.58126315930379,2448255641.11328,216693.129806262,2370.0
8,01265793,46019,5827498555,42750488,Butte County,South Dakota,49353,3222,42759.0,38419.0,63777,9041,56250,11446,41507,5167,,,,,,,,,,,,,50137.0,4211.0,,,4179,197,908,216,3271,270,21.7,5.06619894368392,11702657251.9297,475784.079793118,2371.0
9,01266974,46021,1900214169,96243697,Campbell County,South Dakota,54228,6183,,,66250,31821,63250,13940,33162,6614,,,,,,,,,,,,,54485.0,6143.0,,,699,64,239,56,460,62,34.2,7.37446787870003,4102689332.63672,293314.247866169,2372.0
10,01266976,46023,2842481168,136616766,Charles Mix County,South Dakota,52348,4053,30192.0,11491.0,55141,3514,63424,6161,36875,6333,,,30114.0,5510.0,,,,,,,35833.0,11215.0,56417.0,2415.0,,,3149,86,801,93,2348,106,25.4,2.87045432843723,5610142126.96875,440283.028736287,2373.0
11,01266985,46025,2479944305,25864874,Clark County,South Dakota,50709,3170,41065.0,7229.0,56213,5743,58393,18004,39792,8175,,,,,,,,,,,76023.0,662.0,50203.0,3484.0,69286.0,35654.0,1584,67,530,80,1054,86,33.5,4.8481545676685,4987257164.26563,300400.172017858,2374.0
12,01265764,46027,1067154436,13955918,Clay County,South Dakota,51447,7268,22723.0,4679.0,63005,12126,80227,13876,54375,17981,10921.0,10041.0,,,,,,,47833.0,22177.0,,,56642.0,6767.0,33250.0,16886.0,5259,273,755,151,4504,292,14.4,2.7728650968019,2016642360.29297,189572.614636228,2375.0
13,01265791,46029,1780837048,76608858,Codington County,South Dakota,57885,5177,20156.0,9822.0,70915,9461,67672,7336,39130,5742,,,15294.0,12156.0,,,,,,,,,57804.0,5125.0,54118.0,27485.0,12090,295,1870,301,10220,377,15.5,2.46088897268947,3712107930.40625,245262.299540183,2376.0
14,01265811,46031,6396478609,155287098,Corson County,South Dakota,36705,3203,24583.0,18221.0,27500,9991,49844,5592,32717,3772,,,23384.0,2164.0,,,,,,,51000.0,27553.0,60588.0,8797.0,,,1205,41,304,40,901,47,25.2,3.20659711429328,13433912599.2813,531635.350262689,2377.0
15,01265788,46033,4032463966,5490769,Custer County,South Dakota,64556,7636,,,65850,12058,88239,11946,54003,6366,,,156250.0,79738.0,,,,,,,66250.0,7300.0,61625.0,7780.0,,,3893,265,749,175,3144,242,19.2,4.30023739579458,7722232549.68359,424222.783558792,2378.0
16,01266980,46035,1128284975,3404556,Davison County,South Dakota,48267,3234,28393.0,6914.0,53268,10322,65380,17668,35128,10747,,,2499.0,,,,,,32622.0,2917.0,38690.0,26991.0,49343.0,3886.0,,,8651,260,1143,200,7508,289,13.2,2.27751413355751,2164048270.19531,187888.361143552,2379.0
17,01265790,46037,2663773676,162143251,Day County,South Dakota,46753,3067,20568.0,10112.0,53636,8914,59961,5094,36523,4023,,,36094.0,15848.0,,,,,60795.0,19507.0,29792.0,23577.0,49375.0,4892.0,,,2568,92,548,69,2020,112,21.3,2.5758599400889,5724836397.5,305057.212395567,2380.0
18,01265781,46039,1612885711,35935421,Deuel County,South Dakota,67396,5643,65037.0,51090.0,79286,12119,91591,15035,39583,8552,,,,,,,,,,,46645.0,21404.0,67632.0,5735.0,47105.0,21762.0,1777,97,379,64,1398,109,21.3,3.40821548474528,3270506029.95703,232454.010874404,2381.0
19,01266994,46041,5963127468,370089902,Dewey County,South Dakota,45859,3362,45250.0,9822.0,46838,5353,47188,5267,42159,8569,,,40227.0,5479.0,,,,,,,,,56042.0,10472.0,,,1731,63,278,46,1453,58,16.1,2.59234423547945,12736033628.5742,530459.551529847,2382.0
20,01266978,46043,1118358780,4832944,Douglas County,South Dakota,61793,7076,,,80517,12507,73125,27846,36736,4245,,,,,,,,,,,,,63915.0,3269.0,,,1203,66,344,54,859,84,28.6,4.20570503386874,2127535662.71484,204104.088657989,2383.0
21,01266972,46045,2916275923,64969684,Edmunds County,South Dakota,64896,11005,43750.0,3789.0,76767,8485,75644,15077,46094,12061,,,,,,,,,,,,,65260.0,11201.0,,,1550,85,412,76,1138,87,26.6,4.68154726474143,6050459712.33594,329833.324849754,2384.0
22,01265787,46047,4506292103,24021148,Fall River County,South Dakota,51383,10729,,,69886,20817,53901,19492,42686,7302,,,10724.0,1810.0,,,,,,,,,56970.0,8414.0,64279.0,48274.0,3138,188,646,188,2492,237,20.6,5.86275240657277,8540054996.83984,380344.702219584,2385.0
23,01265760,46049,2542625555,62622903,Faulk County,South Dakota,49423,9310,,,64583,33129,57500,13074,42969,8796,,,,,,,,,,,8821.0,123.0,52159.0,10437.0,,,920,87,340,59,580,88,37.0,5.37712646715496,5223451741.33984,300167.258683133,2386.0
24,01265782,46051,1764937243,15765681,Grant County,South Dakota,65327,5744,,,84732,21690,74432,5941,42888,8605,,,,,,,,,41395.0,25173.0,26563.0,25947.0,66711.0,4398.0,42093.0,27144.0,3148,185,604,126,2544,212,19.2,3.84043589412304,3582826783.21875,279683.626725017,2387.0
25,01265765,46053,2628707453,99900775,Gregory County,South Dakota,44706,5913,34000.0,14371.0,62813,26519,53654,8265,32610,3761,,,12396.0,8327.0,,,,,,,51000.0,6102.0,48482.0,5503.0,,,1832,79,468,67,1364,99,25.5,3.48735406106721,5135807695.69922,353043.836684343,2388.0
26,01266988,46055,4689279882,42452623,Haakon County,South Dakota,40673,6255,,,44732,14752,77083,25381,16364,5516,,,,,,,,,,,91042.0,40426.0,40337.0,6321.0,,,758,67,174,46,584,74,23.0,5.71935451437976,9237839682.68359,475127.001892168,2389.0
27,01265766,46057,1313172143,80426441,Hamlin County,South Dakota,67626,3416,52500.0,16828.0,70550,4519,72955,5593,46146,13685,,,,,,,,,70588.0,27247.0,,,68030.0,2500.0,60682.0,17462.0,2242,128,524,90,1718,113,23.4,3.78601310914375,2756068323.91406,216660.154258063,2390.0
28,01265783,46059,3720862490,9284294,Hand County,South Dakota,58333,6746,32768.0,8732.0,71964,16080,74167,8230,42697,7447,,,,,,,,,,,,,59444.0,6348.0,,,1426,91,404,75,1022,88,28.3,4.93896255610329,7345409949.32813,355439.50100052,2391.0
29,01266979,46061,1125562873,2003166,Hanson County,South Dakota,63750,8303,51250.0,29529.0,68000,20872,79271,7243,37222,5802,,,,,,,,,,,38333.0,29767.0,64500.0,7143.0,,,1039,54,293,45,746,64,28.2,4.07556003682794,2156169532.96875,187699.993430534,2392.0
30,01265792,46063,6919333290,16954253,Harding County,South Dakota,61111,5356,41000.0,16211.0,64167,12546,71250,13994,54375,4449,,,,,,,,,,,,,61181.0,5416.0,,,516,61,200,37,316,68,38.8,5.51556353795559,14158032972.3008,478178.129887048,2393.0
31,01265774,46065,1920546194,153323261,Hughes County,South Dakota,69575,5253,30227.0,5460.0,79325,10211,79363,7361,50664,11544,,,41198.0,22759.0,,,,,,,78176.0,34861.0,70771.0,5485.0,34050.0,664.0,7475,222,1151,207,6324,307,15.4,2.73121058036018,4061794093.03125,342512.823756039,2394.0
32,01265771,46067,2105694670,3644220,Hutchinson County,South Dakota,61290,3110,46094.0,30391.0,64063,5842,76433,13159,41417,6270,,,,,,,,,,,44722.0,8169.0,61888.0,3446.0,41731.0,24318.0,2977,93,635,88,2342,111,21.3,2.87991263651688,3988685489.17578,259314.424862022,2395.0
33,01266984,46069,2229019814,14541548,Hyde County,South Dakota,59844,7650,,,71908,9935,58125,18411,58036,16897,,,56154.0,29403.0,,,,,,,,,64609.0,12986.0,,,616,58,158,41,458,58,25.6,6.20224647027109,4417966083.82422,300667.006233833,2396.0
34,01265794,46071,4827433521,19106096,Jackson County,South Dakota,24549,6842,8867.0,668.0,43365,4921,24097,8986,22250,5277,,,20841.0,4510.0,,,,,,,,,38214.0,13931.0,,,815,87,93,35,722,85,11.4,4.11810036364967,9273782319.35156,456886.245796725,2397.0
35,01265778,46073,1362677265,16727973,Jerauld County,South Dakota,49265,6276,31420.0,754.0,75139,41561,63654,13014,34875,6420,,,,,,,,,52500.0,29826.0,,,49917.0,6074.0,36406.0,17853.0,940,60,223,49,717,69,23.7,4.98798015690253,2672377048.64453,213101.417182849,2398.0
36,01266981,46075,2511438719,3147179,Jones County,South Dakota,46688,3593,,,46842,5571,47500,15024,46678,5991,,,,,,,,,,,,,47229.0,5390.0,,,419,50,84,39,335,51,20.0,8.99518241512363,4854411544.52344,399130.578983688,2399.0
37,01265780,46077,2155483577,81655106,Kingsbury County,South Dakota,61316,4441,31053.0,7257.0,67196,13292,72083,6289,49265,5767,,,,,,,,,,,,,62127.0,5164.0,33333.0,23839.0,2172,95,544,78,1628,113,25.0,3.41999474992152,4378671039.58984,269781.83209845,2400.0
38,01265776,46079,1457879899,31783045,Lake County,South Dakota,63165,5600,,,72321,10956,78581,8002,46058,8708,,,,,,,,,53958.0,49256.0,250001.0,,63777.0,6049.0,52500.0,3016.0,4712,187,944,186,3768,195,20.0,3.86646969830022,2881707812.53125,214483.802970491,2401.0
39,01266996,46081,2072127354,667509,Lawrence County,South Dakota,52146,3000,21136.0,6603.0,58071,11205,60625,11311,46550,8303,,,,,,,,,,,,,53292.0,3354.0,31641.0,20053.0,11250,370,1538,254,9712,413,13.7,2.21255405951967,4055520691.85547,308859.486168989,2402.0
40,01265769,46083,1495182125,1179561,Lincoln County,South Dakota,84260,3003,48315.0,20499.0,90926,5605,105023,10858,51845,7932,42893.0,18239.0,,,,,,,,,38210.0,21445.0,85473.0,3358.0,,,20341,224,2886,363,17455,389,14.2,1.77772020194108,2824411118.85938,275142.015939008,2403.0
41,01265789,46085,4253498542,167300393,Lyman County,South Dakota,54484,4274,,,51797,6319,62688,8636,54500,6206,,,27115.0,3128.0,,,,,,,,,62269.0,5997.0,44214.0,31026.0,1393,79,336,67,1057,92,24.1,4.61113720788125,8515984238.87891,587129.878622408,2404.0
42,01265773,46087,1487184881,6895715,McCook County,South Dakota,66208,4261,50000.0,22109.0,83083,5971,71719,9498,52083,5519,,,,,,,,,,,81000.0,26222.0,68085.0,4560.0,33750.0,25528.0,2206,148,664,97,1542,179,30.1,3.90596579499094,2856982557.23047,213931.081530715,2405.0
43,01265762,46089,2943956443,38506560,McPherson County,South Dakota,51379,9364,,,68438,13260,66103,12342,34545,10135,,,,,,,,,,,,,51250.0,10597.0,,,996,85,277,46,719,95,27.8,3.96194876507085,6127873442.78906,332037.84933944,2406.0
44,01265759,46091,2170620943,124689684,Marshall County,South Dakota,68056,8014,53125.0,35093.0,73942,3623,79681,12625,38611,9408,,,30875.0,24831.0,,,,,48750.0,20959.0,55000.0,53775.0,72305.0,8051.0,42679.0,10431.0,1898,109,400,81,1498,130,21.1,4.09243262221158,4714731950.57813,286688.477722874,2407.0
45,01266991,46093,8989677128,30742173,Meade County,South Dakota,62275,5691,43185.0,3261.0,69475,2465,71875,7256,35108,10196,,,,,50284.0,42905.0,,,58984.0,14143.0,69953.0,17183.0,61975.0,5560.0,71542.0,36758.0,11142,248,1571,323,9571,394,14.1,2.88190320937798,17774807854.0938,648951.406309982,2408.0
46,01267177,46095,3385957220,9219640,Mellette County,South Dakota,33882,7451,,,47578,32823,40556,11769,24018,8819,,,13487.0,4413.0,,,,,,,,,50625.0,9329.0,,,675,48,111,44,564,56,16.4,6.41277067574335,6472343851.80078,487480.208596712,2409.0
47,01265777,46097,1476734132,4537900,Miner County,South Dakota,53135,4269,53424.0,694.0,57500,17371,64375,12450,34000,6185,,,,,,,,,,,,,53269.0,3882.0,,,963,65,313,57,650,82,32.5,5.49742304910103,2865466754.31641,214194.843223272,2410.0
48,01265772,46099,2089701439,18188795,Minnehaha County,South Dakota,63699,1644,40664.0,2969.0,71378,2391,72797,3142,46060,2403,50548.0,2532.0,28737.0,1751.0,66550.0,20057.0,,,53134.0,3447.0,63102.0,12385.0,66966.0,1736.0,50707.0,6879.0,78453,669,8961,715,69492,864,11.4,0.906153983973048,4030691880.21484,257983.925074916,2411.0
49,01265775,46101,1345185721,3690537,Moody County,South Dakota,61894,5797,38787.0,7461.0,70781,6561,75994,5867,50234,9154,,,41154.0,10485.0,,,,,,,42415.0,36357.0,66745.0,7569.0,125729.0,10778.0,2608,174,566,83,2042,173,21.7,2.83405614156568,2609357368.87891,204733.935969861,2412.0
50,01266992,46102,5422402204,7126155,Oglala Lakota County,South Dakota,31423,4847,,,30766,10442,33373,7181,29539,13568,,,29609.0,3756.0,,,,,,,,,,,51974.0,28303.0,2813,137,141,86,2672,146,5.0,3.0474723406978,10267473506.3398,424761.574662513,2413.0
51,01266995,46103,7191788472,19926710,Pennington County,South Dakota,58278,2401,34327.0,9299.0,59980,4291,72613,4436,47095,5164,29528.0,28747.0,23125.0,4171.0,34792.0,15790.0,,,66045.0,16972.0,42391.0,6900.0,62889.0,2407.0,33684.0,9912.0,43947,644,5976,571,37971,743,13.6,1.28392084777885,13942412657.9648,768580.205299916,2414.0
52,01266990,46105,7434457143,50539948,Perkins County,South Dakota,61815,5586,56250.0,21533.0,56750,6331,76438,9762,56563,15144,,,85556.0,83912.0,,,,,91202.0,313.0,,,60506.0,5682.0,,,1329,91,488,72,841,85,36.7,4.79884711552876,15229836293.9023,500914.398252119,2415.0
53,01265761,46107,2230336533,97172021,Potter County,South Dakota,57120,7934,31250.0,6825.0,62656,18793,64643,15575,48214,10045,,,,,,,,,,,,,58679.0,4990.0,,,997,85,206,49,791,84,20.7,4.58820664926664,4665537983.51172,298459.406735477,2416.0
